"set_num","name","year","theme_id","num_parts","img_url","description"
"COMCON020-1","Shazam","2012","695","6","https://cdn.rebrickable.com/media/sets/comcon020-1.jpg","
Available via a raffle drawing exclusively at San Diego Comic-Con in July 2012Also available as the prize of a sweepstakes open to VIP members in Austria , Canada (excluding Quebec), Estonia, France, Greece, Hungary, Ireland, Latvia, Lithuania, Luxembourg, Netherlands, Slovakia, Sweden, Switzerland, United Kingdom and the United States between February 10 and March 2, 2020. Entries were limited to 15 per VIP member and cost 50 points each.
"
"COMCON021-1","Jean Grey in Phoenix Costume","2012","707","5","https://cdn.rebrickable.com/media/sets/comcon021-1.jpg","
Available via a raffle drawing exclusively at San Diego Comic-Con in July 2012Also available as the prize of a sweepstakes open to VIP members in Austria , Canada (excluding Quebec), Estonia, France, Greece, Hungary, Ireland, Latvia, Lithuania, Luxembourg, Netherlands, Slovakia, Sweden, Switzerland, United Kingdom and the United States between August 17 and September 6, 2020. Entries were limited to 15 per VIP member and cost 50 points each.
"
"COMCON022-1","Bizarro #1","2012","701","6","https://cdn.rebrickable.com/media/sets/comcon022-1.jpg","
Available via a raffle drawing exclusively at San Diego Comic-Con in July 2012Limited edition of 1000Also available as the prize of a sweepstakes open to VIP members in Austria , Canada (excluding Quebec), Estonia, France, Greece, Hungary, Ireland, Latvia, Lithuania, Luxembourg, Netherlands, Slovakia, Sweden, Switzerland, United Kingdom and the United States between July 13 and August 2, 2020. Entries were limited to 15 per VIP member and cost 50 points each.
"
"COMCON023-1","Spider-Man in Black Venom Symbiote Costume","2012","706","4","https://cdn.rebrickable.com/media/sets/comcon023-1.jpg","
Available via a raffle drawing exclusively at San Diego Comic-Con in July 2012Limited edition of 1000Also available as the prize of a sweepstakes open to VIP members in Austria , Canada (excluding Quebec), Estonia, France, Greece, Hungary, Ireland, Latvia, Lithuania, Luxembourg, Netherlands, Slovakia, Sweden, Switzerland, United Kingdom and the United States between February 1 and February 21, 2021. Entries were limited to 50 per VIP member and cost 50 points each.
"
"COMCON024-1","Luke Skywalker's Mini Landspeeder","2012","158","110","https://cdn.rebrickable.com/media/sets/comcon024-1.jpg","
New York Comic-Con 2012 Exclusive
"
"COMCON025-1","Shadow Leonardo","2012","570","8","https://cdn.rebrickable.com/media/sets/comcon025-1.jpg","
Available exclusively as the prize of raffles held during the New York Comic-Con. Drawings were held daily between October 11 and October 13, 2012.N.B.: The lime plate is glued to the backdrop.
"
"COMCON026-1","Kraang","2012","570","5","https://cdn.rebrickable.com/media/sets/comcon026-1.jpg","
As part of events surrounding the New York Comic-Con, available to first 300 people to visit the LEGO Brand Store in Rockefeller Center on October 13, 2012 dressed as a Teenage Mutant Ninja Turtle
"
"COMCON027-1","Spider-Woman","2013","696","4","https://cdn.rebrickable.com/media/sets/comcon027-1.jpg","
Available exclusively at San Diego Comic-Con held between July 18 and July 21, 2013.
"
"COMCON028-1","Spider-Man","2013","706","3","https://cdn.rebrickable.com/media/sets/comcon028-1.jpg","
Available exclusively at San Diego Comic-Con held July 18 to July 21, 2013.
"
"COMCON029-1","Black Superman","2013","701","5","https://cdn.rebrickable.com/media/sets/comcon029-1.jpg","
Available exclusively at San Diego Comic-Con held July 18 to July 21, 2013
"
"COMCON030-1","Green Arrow","2013","695","4","https://cdn.rebrickable.com/media/sets/comcon030-1.jpg","
Available exclusively at San Diego Comic-Con held July 18 to July 21, 2013.
"
"COMCON031-1","Azog","2013","562","6","https://cdn.rebrickable.com/media/sets/comcon031-1.jpg","
Given out at random to attendees of San Diego Comic-Con held July 18 to July 21, 2013.
"
"COMCON032-1","JEK-14 Mini Stealth Starfighter","2013","158","127","https://cdn.rebrickable.com/media/sets/comcon032-1.jpg","
Available exclusively at San Diego Comic-Con held July 18 to July 21, 2013Limited edition of 1000
"
"COMCON033-1","Micro Scale Bag End","2013","562","130","https://cdn.rebrickable.com/media/sets/comcon033-1.jpg","
Available exclusively at San Diego Comic-Con held between July 18 and July 21, 2013.Limited edition of 1000
"
"COMCON034-1","Rocket Raccoon’s Warbird","2014","704","145","https://cdn.rebrickable.com/media/sets/comcon034-1.jpg","
Available exclusively for purchase by winners of an on-site raffle at the San Diego Comic-Con between July 24 and July 27, 2014 for $40.Sets were sealed with an individually numbered sticker which presented the number on either side of the box and were limited to 250 per day (for a grand total of 1,000 public sale sets for the event). There is a strong possibility that additional sets were distributed internally by the LEGO Group, Marvel or the event organizers. It is unknown if these internally distributed sets have a set number sticker applied. The total production run (both publically and internally distributed) is believed to have been less than 1,250 sets.Each of these sets were hand-packed in a resealable plastic bag inserted into a hard cardboard slipcover-style box.
"
"COMCON035-1","The Collector","2014","704","8","https://cdn.rebrickable.com/media/sets/comcon035-1.jpg","
Available exclusively to attendees of the San Diego Comic-Con on July 25, 2014. Attendees entering in that day's prize drawing had a 50/50 chance of winning a free set (limit one entry per person per day). In addition, LEGO made 5 sets available to winners of a Twitter competition held the same day.
"
"COMCON036-1","Batman of Zur-En-Arrh","2014","697","6","https://cdn.rebrickable.com/media/sets/comcon036-1.jpg","
Available exclusively to attendees of the San Diego Comic-Con on July 26, 2014. Attendees entering in that day's prize drawing had a 50/50 chance of winning a free set (limit one entry per person per day). In addition, LEGO made 5 sets available to winners of a Twitter competition held the same day.
"
"COMCON037-1","Batman Classic TV Series Batmobile","2014","697","152","https://cdn.rebrickable.com/media/sets/comcon037-1.jpg","
Available exclusively for purchase by winners of an on-site raffle at the San Diego Comic-Con between July 24 and July 27, 2014 for $40.Sets were sealed with an individually numbered sticker which presented the number on either side of the box and were limited to 250 per day (for a grand total of 1,000 public sale sets for the event). There is a strong possibility that additional sets were distributed internally by the LEGO Group, DC Comics or the event organizers. It is unknown if these internally distributed sets have a set number sticker applied. The total production run (both publicly and internally distributed) is believed to have been less than 1,250 sets.Each of these sets were hand-packed in a resealable plastic bag inserted into a hard cardboard slipcover-style box
"
"COMCON038-1","Bard the Bowman","2014","562","5","https://cdn.rebrickable.com/media/sets/comcon038-1.jpg","
Available exclusively to attendees of the San Diego Comic-Con on July 24, 2014. Attendees entering in that day's prize drawing had a 50/50 chance of winning a free set (limit one entry per person per day). In addition, LEGO made 5 sets available to winners of a Twitter competition held the same day.
"
"COMCON039-1","The Ghost Starship","2014","158","132","https://cdn.rebrickable.com/media/sets/comcon039-1.jpg","
Available exclusively for purchase by winners of an on-site raffle at the San Diego Comic-Con between July 24 and July 27, 2014 for $40.Sets were sealed with an individually numbered sticker which presented the number on either side of the box and were limited to 250 per day (for a grand total of 1,000 public sale sets for the event). There is a strong possibility that additional sets were distributed internally by the LEGO Group, Star Wars Rebels producers or the event organizers. It is unknown if these internally distributed sets have a set number sticker applied. The total production run (both publically and internally distributed) is believed to have been less than 1,250 sets.Each of these sets were hand-packed in a resealable plastic bag inserted into a hard cardboard slipcover-style box
"
"COMCON040-1","Unikitty","2014","578","17","https://cdn.rebrickable.com/media/sets/comcon040-1.jpg","
Available to attendees of the San Diego Comic-Con on July 27, 2014. Attendees had a roughly 50/50 chance to obtain one of approximately 1500 unnumbered sets distributed via this method. Additionally, LEGO provided 5 sets as prizes for a Twitter campaign held on the same day. Additional sets were also distributed internally to individuals involved with The LEGO Movie and the SDCC event. Total production run of this set was limited to 1750 sets.The set includes the face and eyebrow parts to construct Cheerykitty and Cutesykitty. Only one of the two versions can be constructed at the same time.
"
"COMCON041-1","Antonios Pizza-Rama - New York Comic-Con 2012 Exclusive","2012","570","54","https://cdn.rebrickable.com/media/sets/comcon041-1.jpg",""
"COMCON042-1","Tahu Mask - New York Comic-Con 2014 Exclusive","2014","324","1","https://cdn.rebrickable.com/media/sets/comcon042-1.jpg","
Same inventory as COMCON043-1Only 1500 copies of this set were distributed at the 2014 New York Comic-Con, while 100 copies of COMCON043 were distributed during a VIP event.
"
"COMCON043-1","Tahu Mask - New York Comic Con 2014 VIP Event Exclusive","2014","324","1","https://cdn.rebrickable.com/media/sets/comcon043-1.jpg","
Same inventory as COMCON042-1.Only 100 copies of this set were distributed during a VIP Event at the 2014 New York Comic-Con, while 1500 copies of COMCON042 were distributed during the main event.
"
"COMCON052-1","Batgirl","2016","617","5","https://cdn.rebrickable.com/media/sets/comcon052-1.jpg","
Available exclusively at the 2016 New York Comic-Con
"
"COMCON053-1","Deadpool Duck","2017","696","3","https://cdn.rebrickable.com/media/sets/comcon053-1.jpg","
Available exclusively at San Diego Comic-Con 2017Also available as a VIP sweepstake in June 2020
"
"COMCON054-1","Vixen","2017","695","4","https://cdn.rebrickable.com/media/sets/comcon054-1.jpg","
Available exclusively at San Diego Comic-Con 2017
"
"Concord-1","LEGO Store Grand Opening Exclusive Set, Concord Mills, Concord, NC","2009","408","70","https://cdn.rebrickable.com/media/sets/concord-1.jpg",""
"COOLCAR-1","Cool Car","2019","408","50","https://cdn.rebrickable.com/media/sets/coolcar-1.jpg","
Available at a ""make-and-take"" event held in LEGO Stores on March 21, 2019.Building instructions can be found here.
"
"CostaMesa-1","LEGO Store Grand Opening Exclusive Set, South Coast Plaza, Costa Mesa, CA","2011","408","3","https://cdn.rebrickable.com/media/sets/costamesa-1.jpg",""
"COWS1-1","Singapore: Food Cart","2017","619","114","https://cdn.rebrickable.com/media/sets/cows1-1.jpg","
Available as a gift with purchases exceeding S$80 at Parkway Parade Atrium in Singapore between June 2 and June 18, 2017
"
"COWS2-1","Singapore: Kaya Toast, Eggs & Kopi Set","2017","619","92","https://cdn.rebrickable.com/media/sets/cows2-1.jpg","
Available as a gift with purchases exceeding S$80 at Toys R Us (VivoCity) in Singapore between June 10 and June 18, 2017
"
"COWS3-1","Singapore: Chope Seat","2017","619","93","https://cdn.rebrickable.com/media/sets/cows3-1.jpg","
Available as a gift with purchases exceeding S$80 at LEGO Certified Store (Suntec City) in Singapore between June 17 and June 25, 2017.
"
"COWS4-1","Singapore: Chilli Crab","2017","619","124","https://cdn.rebrickable.com/media/sets/cows4-1.jpg","
Available as a gift with purchases exceeding S$80 at LEGO Certified Store (Nex) in Singapore between June 24 and July 2, 2017.
"
"COWS5-1","Singapore: Nyonya Kueh","2017","619","126","https://cdn.rebrickable.com/media/sets/cows5-1.jpg","
Available as a gift with purchases exceeding S$80 at the Piece of Peace World Heritage Exhibit held at the Fort Canning Arts Center in Singapore between July 27 and September 3, 2017.
"
"COWS6-1","Singapore: Display Base","2017","619","257","https://cdn.rebrickable.com/media/sets/cows6-1.jpg","
Inventory is only for the display stand - for displayed items, see the respective sets.When COWS1-1, COWS2-1, COWS3-1, COWS4-1 and COWS5-1 were collected and an available stamp card was marked accordingly, this set was redeemable for free at the Piece of Peace World Heritage Exhibit at Fort Canning Arts Centre in Singapore between July 27 and September 3, 2017.
"
"COWT2-1","Chihkan Tower","2017","619","160","https://cdn.rebrickable.com/media/sets/cowt2-1.jpg","
Available as a gift with purchases exceeding NT2000 from Uni-Ustyle in Taipei, Taiwan between July 1 and July 16, 2017.The represented structure is located in Tainan, Taiwan.N.B.: The set's official set number has not yet been determined. If you own this set and can provide the number printed on the part bag, please submit a Change Request.
"
"COWT4-1","Taichung Station","2017","619","159","https://cdn.rebrickable.com/media/sets/cowt4-1.jpg","
Available as a gift with purchases exceeding NT2000 from Toys R Us in Taipei, Taiwan between July 29 and August 6, 2017.N.B.: The official set number is unknown. If you own this set and can provide the number printed on the part bag, please submit a Change Request.
"
"CREATOR-1","Dummy Set for 4562-1 - Creator Box","2004","22","167","https://cdn.rebrickable.com/media/sets/creator-1.jpg","
These are all parts that are available in 4562-1. You can find the parts you received with your set, and add them to a part list.
"
"CROSSBODY-1","Vintage Crossbody Bag","2021","501","0","https://cdn.rebrickable.com/media/sets/crossbody-1.jpg","
Confirmed as available from LEGOLAND Japan. May be available from other LEGOLAND Parks and Discovery Centers. 
The body is 230mm (9”) wide x 230mm (9”) high x 115mm (4.5”) deep.
The strap is adjustable between 700mm (27.5”) and 1340mm (52.75”).
Constructed of 50% polyurethane leather and 50% recycled PET.
N.B.: The pictured 330-3 set is NOT included with this bag.
"
"D100340-1","LogIT Sensor Adapter","2010","259","1","https://cdn.rebrickable.com/media/sets/d100340-1.jpg",""
"DACHSHUND-1","Dachshund","2018","598","104","https://cdn.rebrickable.com/media/sets/dachshund-1.jpg","
Available as a gift with LEGO purchases exceeding ₩80,000 from E-mart between November 8 and November 14, 2018 as part of the “Brick4me” Year of the Dog promotion.
"
"Dallas-1","LEGO Store Grand Opening Exclusive Set, NorthPark Center, Dallas, TX","2009","408","92","https://cdn.rebrickable.com/media/sets/dallas-1.jpg",""
"DC1-1","Commemorative Limited Edition Batman Announcement","2006","697","13","https://cdn.rebrickable.com/media/sets/dc1-1.jpg","
Promotional giveaway at San Diego Comic-Con held July 20 to July 23, 2016 to announce the launch of the Batman range. Includes two minifigures and accessories inside a commemorative box with a built-in Joker sound chip. Limited to 250 sets.
"
"DCBHZ-1","Wonder Woman","2017","610","145","https://cdn.rebrickable.com/media/sets/dcbhz-1.jpg","
Available at a registration-required ""make-and-take"" event held at United States LEGO Stores between July 16 and July 31, 2017 (exact date varied by location). Only 80 registrations (age 18 and over) were available per location and required a minimum in-store purchase of $75 between July 1-16, 2017.
"
"DCSHDVD2-1","DC Comics Super Heroes: Justice League: Attack of the Legion of Doom! (Blu-ray + Digital)","2015","730","4","https://cdn.rebrickable.com/media/sets/dcshdvd2-1.jpg",""
"DELMONTE1-1","Del Monte Building Kit","1971","523","0","https://cdn.rebrickable.com/media/sets/delmonte1-1.jpg",""
"DesPeres-1","LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO","2013","408","17","https://cdn.rebrickable.com/media/sets/desperes-1.jpg",""
"DOTSBOOK-1","DOTS: Friends Code Together","2021","497","38","https://cdn.rebrickable.com/media/sets/dotsbook-1.jpg","
Designed by AmeetEnglish ISBN-13: Currently unknownGerman ISBN-13: Currently unknown64 pagesPublisher: Studio Fun InternationalPublication Date: September 2021Paper over BoardKnown to be available in English and German versionsFor a similar book with an alternative title, see 9780794448394-1.N.B.: If you can provide further information about this book, including ISBN numbers or the German title, please submit a Change Request!
"
"DOTS-MEGA-PACK-1","DOTS Collectible Tiles 41913-1 Mega Pack","2021","688","22","https://cdn.rebrickable.com/media/sets/dots-mega-pack-1.jpg","
These are all the Tiles that are collectible in the 41913-1 Mega Pack set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-MEGA-PACK-2","DOTS Collectible Tiles 41949-1 Bag Tag Mega Pack - Messaging","2022","688","16","https://cdn.rebrickable.com/media/sets/dots-mega-pack-2.jpg","
These are all the Tiles that are collectible in the 41949-1 Mega Pack set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-MEGA-PACK-3","DOTS Collectible Tiles 41957-1 Mega Pack","2022","688","16","https://cdn.rebrickable.com/media/sets/dots-mega-pack-3.jpg","
These are all the Tiles that are collectible in the 41957-1 Mega Pack set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-MEGA-PACK-4","DOTS Collectible Tiles 41947-1 Mega Pack","2022","688","16","https://cdn.rebrickable.com/media/sets/dots-mega-pack-4.jpg","
These are all the Round Tiles that are collectible in the 41947-1 Mickey & Friends Bracelets Mega Pack set. Here, you can find the tiles you received with your set, and add them to a part list.For the Square Tiles in 41947-1, see DOTS-MEGA-PACK-5.
"
"DOTS-MEGA-PACK-5","DOTS Collectible Tiles 41947-1 / 41964-1 Mega Pack","2022","688","16","https://cdn.rebrickable.com/media/sets/dots-mega-pack-5.jpg","
These are all the Square Tiles that are collectible in the 41947-1 Mickey & Friends Bracelets Mega Pack and 41964-1 Back To School Project Box sets. Here, you can find the tiles you received with your set, and add them to a part list.For the Round Tiles in 41947-1, see DOTS-MEGA-PACK-4.
"
"DOTS-SERIES-1","DOTS Collectible Tiles Series 1","2020","688","16","https://cdn.rebrickable.com/media/sets/dots-series-1.jpg","
These are all the Tiles that are collectible in the 41908-1 Extra DOTS Series 1 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-SERIES-2","DOTS Collectible Tiles Series 2","2020","688","16","https://cdn.rebrickable.com/media/sets/dots-series-2.jpg","
These are all the Tiles that are collectible in the 41916-1 Extra DOTS Series 2 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-SERIES-3","DOTS Collectible Tiles Series 3","2021","688","16","https://cdn.rebrickable.com/media/sets/dots-series-3.jpg","
These are all the Tiles that are collectible in the 41921-1 Extra DOTS Series 3 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-SERIES-4","DOTS Collectible Tiles Series 4","2021","688","24","https://cdn.rebrickable.com/media/sets/dots-series-4.jpg","
These are all the Tiles that are collectible in the 41931-1 Extra DOTS Series 4 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-SERIES-5","DOTS Collectible Tiles Series 5","2021","688","16","https://cdn.rebrickable.com/media/sets/dots-series-5.jpg","
These are all the Tiles that are collectible in the 41932-1 Extra DOTS Series 5 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-SERIES-6","DOTS Collectible Tiles Series 6","2022","688","16","https://cdn.rebrickable.com/media/sets/dots-series-6.jpg","
These are all the Tiles that are collectible in the 41946-1 Extra DOTS Series 6 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DOTS-SERIES-7","DOTS Collectible Tiles Series 7","2022","688","16","https://cdn.rebrickable.com/media/sets/dots-series-7.jpg","
These are all the Tiles that are collectible in the 41958-1 Extra DOTS Series 7 set. Here, you can find the tiles you received with your set, and add them to a part list.
"
"DSCASE-1","Armor Case Kit for Nintendo DS - Indiana Jones, Temple of Doom","2009","742","23","https://cdn.rebrickable.com/media/sets/dscase-1.jpg",""
"DSCASE-2","Armor Case Kit for Nintendo DS - Indiana Jones, Raiders of the Lost Ark","2009","742","22","https://cdn.rebrickable.com/media/sets/dscase-2.jpg",""
"DSCASE-3","Brick Game Cases for Nintendo DS - Ninjago","2011","742","15","https://cdn.rebrickable.com/media/sets/dscase-3.jpg",""
"DSGAME-1","Batman the Videogame - DS","2008","742","0","https://cdn.rebrickable.com/media/sets/dsgame-1.jpg",""
"DSGAME-2","Bionicle Heroes - DS","2006","742","0","https://cdn.rebrickable.com/media/sets/dsgame-2.jpg",""
"DSIARMORCASEBLUE-1","Armor Case Kit for Nintendo DSi - Classic Blue","2011","742","22","https://cdn.rebrickable.com/media/sets/dsiarmorcaseblue-1.jpg",""
"DSIARMORCASEEOTB-1","Armor Case Kit for Nintendo DSi - Evolution of the Brick","2011","742","20","https://cdn.rebrickable.com/media/sets/dsiarmorcaseeotb-1.jpg",""
"DSIARMORCASERED-1","Armor Case Kit for Nintendo DSi - Classic Red","2011","742","22","https://cdn.rebrickable.com/media/sets/dsiarmorcasered-1.jpg",""
"DUCK-1","Duck","2007","408","6","https://cdn.rebrickable.com/media/sets/duck-1.jpg",""
"Duck75-1","75th Anniversary Duck on Wheels","2007","301","44","https://cdn.rebrickable.com/media/sets/duck75-1.jpg",""
"DUFFLEBAG-1","2 x 2 Building Brick Duffle Bag","2021","501","0","https://cdn.rebrickable.com/media/sets/dufflebag-1.jpg","
Available exclusively at LEGOLAND Parks and Discovery Centers Capacity: 18LSize: 18"" (45 cm) x 10"" (25 cm)For the matching accessory zipper pouch, see POUCH-1.
"
"DUFFLEBAG-2","Minifigure Motion Duffle Bag","2021","501","0","https://cdn.rebrickable.com/media/sets/dufflebag-2.jpg","
Available exclusively at LEGOLAND Parks and Discovery Centers Capacity: 18LSize: 18"" (45 cm) x 10"" (25 cm)For the matching accessory zipper pouch, see POUCH-2.
"
"DUMMY-258-2","Dummy Set for 258-2","1958","368","26","https://cdn.rebrickable.com/media/sets/dummy-258-2.jpg","
This set lists all possible vans found in 275-2, 658-2 and 658-2.
"
"DUMMY-259-1","Dummy Set for 259-1","1958","368","12","https://cdn.rebrickable.com/media/sets/dummy-259-1.jpg","
This set lists all possible vans found in 259-1.
"
"DUPLOGAME-1","Playground, Preschool Counting Game","2001","504","17","https://cdn.rebrickable.com/media/sets/duplogame-1.jpg",""
"DUPLOVP-1","Value Pack","1984","504","0","https://cdn.rebrickable.com/media/sets/duplovp-1.jpg",""
"DUTCHVANDER-1","""Dutch"" Vander","2021","501","4","https://cdn.rebrickable.com/media/sets/dutchvander-1.jpg","
Prize for a VIP Sweepstakes conducted during May 2021 as part of ""May the Fourth"" celebrations.Includes a mint condition Gold Leader Jon ""Dutch"" Vander minifigure and a photograph signed by Angus MacInnes, the actor who portrayed the character in both Star Wars: A New Hope and Rogue One: A Star Wars Story.
"
"DVD-1","DC - Shazam: Magic and Monsters (DVD)","2020","730","0","https://cdn.rebrickable.com/media/sets/dvd-1.jpg","
This is the entry for both the Blu-Ray/DVD/Digital version and the DVD version.
Run time: 1 hour and 12 minutes 
Release date: June 16, 2020

"
"DVD-10","DC - Batman: Family Matters","2019","730","0","https://cdn.rebrickable.com/media/sets/dvd-10.jpg","
This is the entry for both the Blu-Ray/DVD/Digital version and the DVD only version.
"
"DVD-2","Ninjago: Rebooted: Battle for New Ninjago City (DVD)","2015","730","0","https://cdn.rebrickable.com/media/sets/dvd-2.jpg","
Four episodes from the first half of Season 3.For the last four episodes of Season 3 see set 5004572-1.
"
"DVD-3","Ninjago and Friends (DVD)","2014","730","0","https://cdn.rebrickable.com/media/sets/dvd-3.jpg","
A repackaged edition of the four short pilot episodes. Previously released as set 5001140-1.
"
"DVD-4","Jurassic World: Legend of Isla Nublar (DVD)","2020","730","0","https://cdn.rebrickable.com/media/sets/dvd-4.jpg",""
"DVD-7","Ninjago: Sons of Garmadon: Season 8 (DVD)","2019","730","0","https://cdn.rebrickable.com/media/sets/dvd-7.jpg",""
"DVD-8","Jurassic World: The Secret Exhibit (DVD)","2018","730","0","https://cdn.rebrickable.com/media/sets/dvd-8.jpg",""
"DVD-9","Jurassic World: Double Trouble (DVD)","2020","730","0","https://cdn.rebrickable.com/media/sets/dvd-9.jpg",""
"e1a1401-1","MUJI Basic Set","2011","301","64","https://cdn.rebrickable.com/media/sets/e1a1401-1.jpg",""
"e1a1402-1","MUJI Animal / Vehicle Set","2011","301","196","https://cdn.rebrickable.com/media/sets/e1a1402-1.jpg",""
"e1a1403-1","MUJI Moving Set","2011","301","109","https://cdn.rebrickable.com/media/sets/e1a1403-1.jpg",""
"e1a1404-1","MUJI Christmas Set","2011","301","120","https://cdn.rebrickable.com/media/sets/e1a1404-1.jpg",""
"EASTERCHICK-1","Easter Chick","2019","229","30","https://cdn.rebrickable.com/media/sets/easterchick-1.jpg","
Available at a ""make and take"" event held at Target stores in the United States on April 13, 2019. The Pieces where laid out on a table inside 15 small yellow cardboard LEGO bins. You would look over the instructions for your model and would build the chick and take it home.
"
"Edmonton-1","LEGO Store Grand Opening Exclusive Set, Southgate Mall, Edmonton,  AB, Canada","2013","408","14","https://cdn.rebrickable.com/media/sets/edmonton-1.jpg",""
"ELEPHANT-1","Elephant","2019","598","11","https://cdn.rebrickable.com/media/sets/elephant-1.jpg","
Available at a ""make and take"" event hosted at JOANN Fabric & Crafts locations in the United States on April 13, 2019An alternative model, FLOWER-1, was also available during the same event.A very similar design, with different eye parts, was sub-set build 10713-1-s9. The eyes used in this set are also included in that sub-set's parent set 10713-1.
"
"Elizabeth-1","LEGO Store Grand Opening Exclusive Set, Jersey Gardens, Elizabeth, NJ","2012","408","15","https://cdn.rebrickable.com/media/sets/elizabeth-1.jpg",""
"Elmhurst-1","LEGO Store Grand Opening Exclusive Set, Queens Center Mall, Elmhurst, NY","2010","408","95","https://cdn.rebrickable.com/media/sets/elmhurst-1.jpg",""
"EMMETSCAR-1","Emmet's Car","2014","578","40","https://cdn.rebrickable.com/media/sets/emmetscar-1.jpg","
Available as a ""Make & Take"" event at Toys R Us on February 8, 2014 and on April 12, 2014. Employees handed out clear plastic zip bags and instruction sheets and guests picked the pieces out of bins. Information about the alternate ""Emmet's Fly Car"" build, which was available at the same events, can be found at set EMMETSCAR-1-b1. The identical design was reused in set 70818-1.
"
"ESSEN-1","LEGO Store Grand Opening Exclusive Set, Essen","2012","408","1","https://cdn.rebrickable.com/media/sets/essen-1.jpg",""
"EV3MEG-1","EV3 MEG Mini","2013","262","31","https://cdn.rebrickable.com/media/sets/ev3meg-1.jpg",""
"F6316-1","Flags and Posts","2006","254","100","https://cdn.rebrickable.com/media/sets/f6316-1.jpg","
This set seems to have come with left [4495a] or right [4495b] wave flags as it was produced during mould changeover. LEGO never kept any records for this mould change.
"
"FACEMASK-1","LEGOLAND Face Cover (Blue)","2021","501","0","https://cdn.rebrickable.com/media/sets/facemask-1.jpg","
Available exclusively at LEGOLAND Parks and Discovery Centers in adult and kid sizes.
"
"FACEMASK-2","LEGOLAND Face Cover (LEGOLAND Skyline)","2021","501","0","https://cdn.rebrickable.com/media/sets/facemask-2.jpg","
Available exclusively at LEGOLAND Parks and Discovery Centers in adult and kid size.
"
"FACEMASK-3","LEGOLAND Face Cover (Stars)","2021","501","0","https://cdn.rebrickable.com/media/sets/facemask-3.jpg","
 Available exclusively at LEGOLAND Parks and Discovery Centers in adult and kid sizes.
"
"FANDOME2020-1","Supergirl","2020","695","0","https://cdn.rebrickable.com/media/sets/fandome2020-1.jpg","
Available exclusively via an series of 41 online raffles conducted during the online DC FanDome event held on August 22 and August 23, 2020. Between 30 and 40 sets were allotted as prizes for each of the raffles along with one additional set awarded as part of a grand prize raffle open to all raffle entrants. This resulted in a total of 1,496 sets being available via this method. It is unknown, but likely, that additional sets were also created for internal distribution by LEGO and DC Comics.The minifigure is based on the TV show Supergirl depiction of the character, performed by Melissa Benoist, in the character's season 5 costume.
"
"FANEXPO001-1","The Ghost Starship","2014","158","134","https://cdn.rebrickable.com/media/sets/fanexpo001-1.jpg","
Canada Fan Expo 2014 Exclusive
"
"FANEXPO2015-1","Tatooine Mini-Build (FAN EXPO Version)","2015","158","179","https://cdn.rebrickable.com/media/sets/fanexpo2015-1.jpg","
Available for purchase by attendees of FAN EXPO Canada held at the Metro Toronto Convention Centre in Toronto, Ontario, Canada between September 3 and September 6, 2015.Sets were sealed with an individually numbered sticker which presented the number on either side of the box. There is a strong possibility that additional sets were distributed internally by the LEGO Group, Disney, LucasFilm or the event organizers. It is unknown if these internally distributed sets have a set number sticker applied. The total production run (both publically and internally distributed) is believed to have been between 800 and 900 sets. For the identically constructed version, featuring C-3PO instead of R2-D2 and relevant event markings on the packaging, sold at Star Wars Celebration Anaheim (2015),  see set CELEB2015-1.N.B.: While the boxart depicts this set including 178 parts, this is likely an error that failed to account for the R2-D2 minifigure using one additional part than the C-3PO minifigure.
"
"FBULLDOG-1","French Bulldog","2018","598","0","https://cdn.rebrickable.com/media/sets/fbulldog-1.jpg","
Available as a gift with LEGO purchases exceeding ₩80,000 from E-mart between November 22 and November 28, 2018 as part of the “Brick4me” Year of the Dog promotion.
"
"fdp01-1","LEGO Familiedage Puzzle Promo 2009","2009","301","7","https://cdn.rebrickable.com/media/sets/fdp01-1.jpg",""
"FIESTA2020-1","LEGOLAND Discovery Center San Antonio Fiesta 2020 Medal","2020","501","0","https://cdn.rebrickable.com/media/sets/fiesta2020-1.jpg","
Available exclusively from the LEGOLAND Discovery Center in San Antonio, Texas. Created for an annual local festival which was cancelled due to the COVID-19 pandemic, the medal was made available for addition to sales collected via curbside pickup.
"
"FLLCCLASSGUIDE2022-1","SUPERPOWERED Class Pack Guide (FLL Challenge)","2022","398","0","https://cdn.rebrickable.com/media/sets/fllcclassguide2022-1.jpg","
Printed guide provides guidance, management tips and best practices to implement FIRST LEGO League Challenge in the classroom and instructions for how to run a festival event. Created for use in the FIRST LEGO League Challenge program during the 2022-2023 ""SUPERPOWERED"" season.
"
